message,aid_related
"But more than just a rebranding of a controversial technology, nowadays drones are being used for a variety of peacekeeping missions, from monitoring the activities of guerrilla groups and outbreaks of violence in Africa, to searching out landmines in the war-scarred landscape of Eastern Europe.",1
"With the lives of voters and INEC officials at risk from Boko Haram militants, he said he was forced to delay the presidential contest to 28 March and governorship and state assembly elections to 11 April.",0
Reports from non-governmental organisations and the government indicate sufficient food has been delivered to cover food insecure households in the main population centres for about two weeks.,1
"First, early this week, bandits attacked the Kenya Red Cross personnel who were returning from their work in Garissa, robbing them of their personal effects such as money and mobile phones.",1
"MCC funds have gone to distributing locally purchased material resources in the disaster area, renting cargo transport and storage warehouses in Jakarta and Medan in north Sumatra, purchasing medicines for doctors to use in field hospitals, transporting 25 Indonesian medical doctors and 100 medical workers serving as volunteers, assisting in the evacuation of injured people and providing clean water equipment.",1
"More effective use of all the tools developed during the past five years must be made to protect civilians, and an energetic battle must be waged against impunity.",0
Lahore received heavy rain at around noon which turned city streets into rivulets.,1
On 19 July authorities reported almost one violent death per hour.,1
Discussion panels aimed to the coordination of the international support towards Cuban democrats and framed the Slovak involvement in Cuban democratic efforts.,0
"Ethiopia's Finance Minister, Sufian Ahmed; Cape Verdean Finance Minister, Cristina Kamara; the current Vice President of the Islamic Development Bank, Birama Sidibe; and Chad's Finance Minister, Kordjé Bedoumra have also been shortlisted for the elections slated for May 2015.",0
"In April, pro-government fighters seized Menaka from the rebels, in an operation which has sparked violations of a ceasefire agreement in the area.",1
* Russia: A professional rescue team of 73 personnel and equipments assisting since 28.01.2001.,1
"At present, UNHCR has 2,500 additional tents at the Port of Colombo which have been granted duty free clearance by the Ministry of Foreign Affairs and are awaiting clearance for distribution.",1
"At present, UNHCR has 2,500 additional tents at the Port of Colombo which have been granted duty free clearance by the Ministry of Foreign Affairs and are awaiting clearance for distribution.",1
IMC doctor based in Leksula returned this week from conducting their mobile clinic programme in the mountain areas where it was found that 20% of the population in nine villages suffered from malnutrition and 2 children suffered from marasmus (severe malnutrition).,1
"c) Budget for WFP regional emergency operation revised to include high value commodities such as canned protein foods and ready-to-eat meals for 650,000 beneficiaries for initial three months; donors' support requested.",1
"Jan Sonke sited the party's failure to ""reduce poverty, strengthen democracy and improve the economy"" as reasons for his resignation.",0
"You need to have adequate resources, he said, and actors all over the theatre.",0
"11/11/2014 - 11:14 GMT Islamists from Nigeria's Boko Haram killed at least three civilians in six ""coordinated attacks"" in the remote north of neighbouring Cameroon, a defence ministry source told AFP on Tuesday.",1
Preliminary investigation showed that the dead and missing are the hydropower station workers and their family members.,1
"Flood waters inundated the county seat on Monday, disrupting power and water supplies and telecommunication services in several towns, it said.",1
"sufficient stocks of veterinary medicines for treating 400,000 head of livestock.",0
The crops died within three to four weeks after sea water intrusion.,0
Detailed information on the confirmed contributions made by the international donor community can be accesses on www.reliefweb.int,1
"On another occasion, the LIFE team assembled a medical convoy consisting of 3 doctors, 3 paramedics, 3 pharmacists, and 6 volunteers to deliver first aid and medicine to survivors living in remote villages.",1
The first is concerns about the rotating power cuts currently being implemented in the Tokyo metropolitan area.,0
"HONG KONG, May 28 (Xinhua) -- The Indian community in Hong Konggave an initial donation of 700,000 HK dollars (89,743 U.S. dollars) for earthquake relief efforts in China's southwest on Tuesday, the Council of Hong Kong Indian Associations said.",1
The upsurge of cholera cases is attributed to lack of clean water and proper sanitation facilities coupled with the current heavy rains and high population movement from neighboring countries.,1
"Last Tuesday, 18 human rights NGOs attended a one-day workshop on transitional justice jointly organized by the Human Rights Unit of UNAMA and the AIHRC.",0
"UNHCR began its assisted repatriation of Afghans back to their homeland on 1 March at its new registration centre at Takhtabaig, near Peshawar, Pakistan.",0
"Patients were quarantined in Bundibugyo hospital's isolation ward near the border with the Democratic Republic of Congo (DRC), which has had outbreaks of the virulent disease in the past.",1
"On the left side of the canal, the motorway was already damaged from Qubo Saeed Khan to Shahdadkot when it caught a fresh onslaught of the 2012 monsoon.",0
"We have more than 700 staff deployed and in four days the next rotation comes in, he says before having to leave abruptly as an elderly woman shivering uncontrollably is stretchered in to the clinic, suffering from hypothermia.",1
"To contribute to this work, please visit www.medair.org/donate.",0
"As well, unfounded charges of arbitrary land confiscation were also included in the report.",0
(e) Between 8-14 October WFP assisted 170 beneficiaries with 8 tons of food through food for work programs to build 19 temporary classrooms in Kambia District.,0
"With respect to the security challenges, the report stated that a key question was the extent to which the United Nations could or should assume responsibility for security and stabilization, which, ultimately, would need to serve as an incentive to engage in a viable political process.",0
"04/20/2012 08:46 GMT MOGADISHU, April 20, 2012 (AFP) - African Union troops in Somalia said Friday they took control of Al-Qaeda allied Shebab insurgent bases on the outskirts of Mogadishu, the latest loss for the extremist fighters.",1
"North Korea has requested supplies of cement, bulldozers, diesel fuel, vinyl chloride, etc. through the North-South talks for relief aid on April 27 in Gaeseong.",1
For the time being there are no special emergency clearance procedures in place.,0
"OCHA is in discussion with the Government and the MCDU on the possible provision of a bailey bridge to temporarily replace the one destroyed in Kyongson, North Hamgyong.",0
"Children and old people are more likely to catch the viral infection and hence there is an increase in the number of cases from this age group. Given the scale of the needs, there may be a temptation among donors to circumvent civilian structures and work directly with the military to deliver aid, but this would be a dangerous choice,"" said Samina Ahmed, its South Asia Project Director.",1
"On Wednesday alone, as a severe-weather alert was lifted, the rail network carried 2.54 million passengers, the government said.",0
"It was followed by landslides, power failures and a near breakdown of communication due to destroyed telephone lines, buckled roads, and heavy rain.",1
The wharf at Bengkulu suffered only slight damage and is serviceable but the approach road crosses two bridges that are affected and only safe for light trucks.,0
"Some 6.5 million Malians were eligible to vote for a new national assembly, with more than 1,000 candidates running for the 147 seats.The former French colony holds a third of the world's known bauxite reserves as well as gold and diamonds but has suffered from years of authoritarian rule and economic mismanagement.",0
"A rising chorus of NGOs, think tanks, analysts, and even a few presidential candidates have called for a postponement as doubts surfaced about Mali's ability to hold a credible election.",0
"A local official told AFP that some of the attackers fled after the raid, adding that the dead were buried in a common grave.",1
"The most recent nutrition survey of September 2000 conducted by the Action Against Hunger in collaboration with German Agro Action, IFRC, Mission Ost and WFP found 39 percent of children to be chronically malnourished.",0
It has also earmarked 15 million yuan to subsidize farmers buying irrigation equipment.,0
"The mission comprises medical doctors, nurses and other medical and paramedical personnel.",1
Capt. Obbo said the army has distributed improved cassava cuttings worth Shs5 million to reformed Karimojong warriors in Nakapiripirit and Moroto districts.,0
"More than 700 houses suffered structural damage, while four collapsed.",0
Jonathan's Peoples Democratic Party (PDP) has been in power since Nigeria returned to civilian rule in 1999 but is being pushed to the wire by main opposition candidate Buhari.,0
"The army has been put on alert in several parts of the state, including Ahmedabad city, with health and rescue teams deployed and two national disaster response force columns being deployed in Bhavnagar district.",0
"The assistance community will also focus on monitoring dams and watercourses, which will provide useful information on the impact of the drought on crops.",0
"The chairman of the Human Rights Commission of Pakistan (HRCP), Afrasiyab Khattak, condemned the military government's crackdown to prevent a May Day celebration taking place by pro-democracy activists in the southern city of Karachi.",1
Government officials estimate another two weeks before they'll have the city cleaned up and ready for habitation.,1
"The baby will spend the day as she has most of the last year, huddled with her sister, mother, grandmother and great-grandmother in a shack covered by a blue tarpaulin in the western Myanmar village of Ka Nyin Kone.",1
"Now, telecom services at Bhuj, Anjar & Gandhidham.",0
"But the case fatality rate was lower when only hospitalized patients were considered, supporting evidence that getting patients to good, supportive health care quickly makes a difference.",0
"In September of last year, a mudslide triggered by dammed up tailings from an iron ore mine killed over 250 people in the same province.",1
"Also important was security sector reform, including reconstitution of the new Afghan army and police and justice reform.",0
"Monitoring is being conducted through targeted home visits, and it is expected that distribution of the supplementary rations will continue until the first half of July, at which time it is expected that the first belg harvests may be ready.",0
"The following day, gunmen fired machine guns and rocket-propelled grenades at an Ethiopian convoy in Hurwa district.",1
"The chief spokesman for the government, speaking after a security meeting, warned Afghan refugees already in Pakistan they would be deported if they joined in any violent demonstrations against the U.S. attacks.",1
"BALOCHISTAN, Pakistan, 23 July, 2007 - When Cyclone Yemyin tore into Northern Balochistan one month ago, it took only a short period of time before the village of Kuch Valari was completely submerged under raging torrents of muddy waters.Humanitarian workers were also targeted by jihadi groups.",1
Reclamation of areas where water was in short supply in short term due to priority requirements for leaching fields and domestic/municipal/industrial clean up.,1
"Likewise traces of Ebola virus was detected in the sweat of one recovering patient, on the 40th day after his symptom onset, while no live virus could be isolated in cultures from his sweat.",1
UNICEF released supplies to RRD Kandahar for the drilling of 100 bore wells in Dand and Arghandab districts of Kandahar Province.,0
"Much of Manado's essential infrastructure  -  roads, bridges and drainages  -  have been severely damaged.",0
"As many as 14 critically wounded patients from the quake-hit areas were transferred to Cuba for treatment, local officials at the Cuban field hospitals in the North-West Frontier Province district of Mansehra said.",1
"They grow up lacking knowledge of proper health, nutrition and pregnancy practices, leading to high rates of chronic malnutrition and related pregnancy complications affecting them and their future offspring.",0
"The food aid package, which also included some 100 tonnes of tea, vegetables and canned meat, oil and some 500 tonnes of gas, was delivered late Wednesday, Russian emergency ministry's spokesman Konstantin Bizunov told AFP.",1
"Second, the project is underpinned by reform initiatives in education sector governance.",0
"The current shortfall is approximately 75,000 tons and pledges for a significant proportion of this quantity are needed as soon as possible.",0
"On other matters of interest to his country, he welcomed efforts to enhance the transparency and inclusiveness of the selection process of the Secretary-General; the country championed gender equality, and expected to see many excellent female candidates for the position.",0
"Due to FedEx's inkind contribution of free trucking and airfreight, the seven-ton air shipment that FedEx picked up yesterday and is carrying did not require the expenditure of Direct Relief funds.",0
"The retirement of the incumbent president of the Viet Nam Red Cross (VNRC) took effect in June , with an official handover to the vice-president/acting secretary-general in July.",0
"To aid with the removal, UNMAS launched a five-week training programme earlier this month for 30 members of the Malian Security and Defense Forces (MDSF), Police, Gendarmerie, Garde Nationale du Mali and national civilian protection office.",0
"Tens of thousands of people are thought to have died on the Pakistan side of the disputed region, where the quake measuring 7.6 on the Richter scale was centred.",1
"- Aerial bombardment - In Bama, Nigeria's military seemed to have the upper hand when Boko Haram fighters launched a pre-dawn raid on Monday, with troops deployed to the town before an apparent bid to recapture Gwoza.",1
"BEIJING, Feb. 21 -- The country's two major power firms have been told to speed up repair work in snow-hit regions to ensure electricity is restored by the end of next month.",0
"Its health initiatives include psychosocial and stress management support, upgrading local hospital facilities through the provision of equipment and technical training, and community health and wellness.",1
"One week after the eruption, most of the patients came down with (1) URTI, (2) myalgia, (3) cephalgia, (4) dermatitis, and (5) LBP.",0
"It did not recognize the illegitimately proclaimed ""Republic of Crimea,"" and its illegal annexation by the Russian Federation.",0
"Approximately 49,000 pregnant women in vulnerable areas of the country with high iodine deficiency received iodized oil capsules.",1
"But gaps in response have led the IFRC to distribute shelter kits and cooking equipment to 1,000 families in flood-affected areas.",1
The chief minister directed officials to arrange helicopter sorties to evacuate people from snow-bound areas.,1
"In collaboration with WHO, IOM is providing immediate treatment and appropriate referrals to patients evacuated by the US navy helicopters, and follow up on the hospitalised patients and provide follow up care in the IDP camps as well as distributing non prescription drugs to inaccessible populations in the west coast of Aceh.",1
"The Government of Indonesia is already stretched from various natural disasters, including the imminent eruption of Mt Merapi, and has limited resources to respond to this emergency. In this capacity, Ly covers the entire rural community of about 1,200 people and ensures regular monitoring of farms in two villages, where 11 pilot producers who have applied conservation agriculture techniques this year have seen similar results. He said the prevalence of HIV was not only taking a toll in lost lives and reduced life expectancy, but also directly undermining the capacity of communities to produce enough food. - Election delay - The ongoing operations against Boko Haram were cited by Nigeria's national security advisor Sambo Dasuki and military top brass as a reason to delay the country's elections, which had been scheduled for February 14. Much of Manado's essential infrastructure  -  roads, bridges and drainages  -  have been severely damaged.They should seek medical advice immediately if they developed respiratory symptoms, the spokesman said.",0
"These innocent victims watched their relatives drown in flooded fields, the same fields they had sown the day before.",1
"Ideology is seldom a motivating factor in Somali politics, and elites tend to be willing to get resources from external funders whether they are Western governments or Islamist non-state groups.",0
"And some also have natural springs.""",0
"In a statement the commission also called for medicines and equipment, including antibiotics, painkillers, dozens of operating tables and 100 specialist beds for spinal injuries.",1
"It is hard to stay here; life is doubly difficult at the evacuation centre. Some of the protests turned violent, and according to local observers, the Chadian police force killed four people, two in Ndjamena and two others in Sahr. Dirty water, sick animals used for food and other unhealthy eating conditions are causing health issues in other parts of Prey Veng too, so MCC's response includes cleaning wells, distributing hygiene kits and training teachers at Angkearhdei about hygiene and sanitation practices. However, the two patients will not know about their illness for at least a week after they were suspected to have the deadly and contagious virus. Communication minister Issa Tchiroma Bakary did not elaborate on the nationality of the foreigners, who were among the more than 100 killed during an attempted cross-border raid at the weekend. In the short-term, CARE is providing medicine to combat diarrhea, cholera and other diseases; hygiene messages instructing villagers on what steps to take to prevent waterborne diseases; and five tons of food and other basic necessities. Read the full story on [AlertNet](http://www.trust.org/alertnet/news/mali-islamists-step-up-threats-as-france-pushes-for-war/). However, on the first page, you will notice there is no change to the basic policy, there is no change to the targets: Step 1, if achieved, radiation dose is in steady decline; and Step 2, release of radioactive materials is under control and radiation dose is being significantly held down. More heavy duty suction pumps are being airlifted from Jodhpur and Raipur. ""Despite constant warning by government authorities to abandon flood areas, there are now thousands of peasants seeking to be rescued on demolished thatched houses and on top of trees. However, a preoccupation with an unfolding political crisis that could see a parliamentary motion to impeach embattled President Frederick Chiluba being passed appears to have diverted official attention from the resultant social crisis. Thailand: The Bureau of Epidemiology is investigating dengue hemorrhagic fever cases in Phuket following increased case reports. BALOCHISTAN, Pakistan, 23 July, 2007 - When Cyclone Yemyin tore into Northern Balochistan one month ago, it took only a short period of time before the village of Kuch Valari was completely submerged under raging torrents of muddy waters. Thailand: The Bureau of Epidemiology is investigating dengue hemorrhagic fever cases in Phuket following increased case reports. Setting up the working groups is expected to be a drawn out affair and will not be helped by the complicated and contentious nature of some of the topics to be covered - legal and constitutional reforms, the bias of both state institutions and the media towards the ruling party - and the limited technical capacity of RENAMO to participate in them. The initial interventions - which many agencies engaged in on a larger scale than previously - were 'cash for work', where beneficiaries were paid for basic work which varied from desalinating farm land and clearing rubble to rebuilding houses and burying bodies. Ground water and river water -- the main drinking water sources in the camps -- have also been contaminated by sewage and silt washed into rivers has clogged up water filtration systems. The storm has been fearsome but there is light in the darkness: thanks to the concerted action of government, the media, charities and the local people, countless human lives have been saved from the wrath of this cyclone. Many receive cooked meals from TRO and several receive food from public donations which is then cooked at the camp. Strengthening of the coordination of humanitarian and disaster relief assistance of the United Nations, including special economic assistance: special economic assistance to individual countries or regions. The surprising development is being engineered by a Somali-American technocrat intent on ending his native country's reputation as a failed state. The ShelterBox Response Team (SRT) on the ground in Nigeria has been working with Rotary in the flood stricken country, whilst awaiting the arrival of the first consignment of boxes. WHO is also ensuring access to essential health care to all those affected by the tragedy and helping to coordinate medical supplies to ensure that supply chains are working and that medicines are reaching where they are needed. These activities have involved the formation of farmers groups interested in collectively irrigating their lands, the provision of small, hand and engine driven pumps on credit to farmers and the training of the same farmers in maintenance of these pumps. Sudan believed in legal pluralism, and warned against attempts to impose a single legal culture reflecting one civilian that controlled others through imperialism and the imposition of force. The rains, which broke 30 year records in Mombassa, caused floods, landslides, washed away bridges and houses, damaged roads and disrupted water supplies. Risk of outbreaks is particularly acute in Ampara and Kalmunai, due to inadequate sanitation facilities (1,000 people reportedly have access to just three latrines). As a result of these inter-related causes, a number of vital social service provision sectors are unable to cope. These are some of the most impoverished communities and they will need a lot of help to rebuild their livelihoods and start earning some money for food.""",1
"As the Southern Hemisphere enters its influenza season, with the new influenza (H1N1) virus infecting more people, it is important that communities be aware that a range of febrile illnesses including dengue can be accompanied by symptoms in their initial stages which could be mistaken for influenza.",1
aircraft; Sri Lankan Airlines handles commercial aircraft bringing in relief goods.,1
"Since the Oct. 8 earthquake, UNHCR has airlifted over 1,780 tonnes of various relief items to Pakistan in 110 NATO flights and 14 UNHCR-chartered planes.",1
"In June it seized the northeastern town of Gao, ousting the MNLA after deadly clashes between the once-allied groups, in which at least 35 people were killed.",1
The committee will be chaired by Captain Amadou Haya Sanogo and seems comprised of rank-and-file officers rather than senior army commanders.,0
"BANGKOK, 31 July 2015 (NNT) - The Department of Groundwater Resources (DGR) is expediting its well drilling project in drought affected areas, in its bid to help agriculturalists facing water shortage.",1
The DPR Korea Red Cross also established temporary first aid posts staffed with volunteers to treat minor injuries and provide psychological support in the aftermath of the disaster.,1
"The Water, Sanitation and Hygiene Committee (WASHCOM), formed in the community in 2012 and made up of five men and four women, has helped raise awareness on hygiene practices and the importance of defecating in latrines.",0
"SAYED YOUSUF HALIM, Acting Minister for Justice of Afghanistan, said there was a clear link between various forms of crime and socio-economic development.",0
"Staff safety and security remain ""major concerns given the sustained threat to United Nations personnel and others from asymmetric attacks, IEDs and kidnappings,"" the report warned.",1
"Ethiopia pulled out its soldiers from Somalia in 2009 after a two-year invasion that defeated an Islamist movement, but the group's military wing, the Shebab, regrouped and has waged a bloody war against a provisional government that has only a tenuous hold.",1
UNICEF is strengthening the capacity of health centres and CRENIs throughout the Niger to prevent and treat malnutrition among children and to cope with the increasing number of admissions from refugee camps.,1
"###For information, please contact: Godwin Atser, g.atser@cgiar.org Communication Officer (West & Central Africa)",0
"Ethiopia had sent five MI-35 helicopters to the African Union-United Nations Hybrid Operation in Darfur (UNAMID) and contributed a transport company, an engineering unit and a logistics company to help the mission carry out its mandate, he said.",0
"Its pledge to buy 100,000 tons of grain for famine relief is high by historical standards, and it has also promised more than $50 million this year to help with transport and other costs of distributing relief food.",0
"The Secretary-General's Special Representative for Children and Armed Conflict, Leila Zerrougui, [said](http://reliefweb.int/node/689789) that she was appalled by the total disregard for human life shown by extremist armed groups such as the Islamic State of Iraq and the Levant (ISIL) and Boko Haram.",1
The agency is appealing for funds to prevent and combat malnutrition.,0
"An increase in meningitis cases has been reported in 12 districts across Chad, and 7 discticts - Am Timan among them - have had to declare outbreaks.",0
"NIGER - While the hot, dry climate of the country is propitious for the development of meningitis epidemics between October and June, the last major outbreak occurred in 2000 and was contained within certain health districts.",0
"Participants learned how Australian land management principles could be adapted to their own particular climatic conditions, specifically how to reduce tillage (preparation of the soil by mechanical agitation), how to use water more efficiently, and how to avoid soil degradation.",0
"The JSDF deployment of three ships, carrying two hovercraft and three helicopters, is the largest overseas military deployment since World War II.",0
State electricity company Tenaga Nasional said in a statement that progress restoring power had been hampered by rain and earth movements and that four of 16 transformers the slide affected had been put back online.,0
"Approximately 150 out of 200 civilian hostages detained since May last year, were released by the Free Aceh Movement (GAM).",1
"UN Office of Humanitarian Assistance (OCHA) provided an amount of US $52,000 in July 2000 for preparation of urea molasses blocks for distribution to the livestock herders in order to save the selected breeding stock in the drought-affected areas.",1
"Equipped with facilities and relief materials to offer immediate solace to the children, the temporary structures will serve as schools and child protection centres, complementing the on-ground efforts of other NGOs.",1
"PMI will receive CAD 30,000 to distribute hygiene kits to 2,200 families in different areas of Jakarta, Bekasi, Tangerang, Karawang and Bogor.",1
"o asymptomatic individuals are not infectious, even if they are incubating the disease The IHR Emergency Committee agreed that there should not be a general ban on participation of people from countries with transmission of Ebola from attending international meetings and events.",1
"The tiny kingdom's upper house agreed on Thursday that the national assembly would consist of 120 members, 80 of them elected by the 'first past the post' method and 40 of them through proportional representation, Minister of Justice Shakhane Mokhehle told IRIN on Friday.",0
"* 16 debris clearing equipment, 3 recovery vehicles, 15 earthmovers and 17 tons of rescue equipment already provided.",1
"These include political and territorial disputes (between rebels in the north, who demand autonomy, and a central government unwilling and unprepared to meet those demands), inter- and intra-communal tensions, deep-rooted corruption, fragile institutions, jihadi extremism, drug trafficking, and regional spill-over from neighboring countries.",0
Past efforts by the government to disarm the Karamajong clans have resulted in bloody clashes with the army.,1
"The purpose of a comprehensive military embargo against the Taliban is to ensure that the Taliban understand the international community's conviction that negotiations must replace warfare in Afghanistan so that a broadly representative government can be established, and so that Afghanistan can begin its critically needed rehabilitation.",1
"Interventions The Kenya Red Cross Society's West Kenya Regional office has supported at least 83 HH (58 in Nyando and 25 in Siaya) with Non food items (NFIs) that include blankets, mosquito nets, bar soaps, water jerricans and water treatment chemicals.",1
The team reported mud mixed with feces and large amounts of standing water throughout the camp.,0
"In spring 2012 the north fell under the control of jihadist groups linked to Al-Qaeda who imposed a brutal interpretation of sharia law on the region, with the country reeling from a military coup.",1
"There is a huge system of fractures along the southern slope of the volcano, starting from the eastern flank of Shaheru crater (close to the main Nyiragongo cone) and propagating down close to the suburbs of Goma.",0
"In addition to the aid provided by the U.S. government, private donations from U.S. citizens, businesses and philanthropic organizations for tsunami relief are estimated to have topped $1 billion.",1
The kits include mosquito netting and a nutritional supplement for nursing mothers.,0
"In it, they proposed a series of climate-change solutions, including floating schools and gardens in flood plains, drip irrigation in drought-prone areas, and expanded solar and wind power.",1
"Three aftershocks measuring between 4.7 and 5.1 on the Richter scale shook the Bengkulu province on Saturday, 8 June, 2000, but with no reported fatalities or damages.",0
"In addition, part of the phone network was affected and became inoperative.",0
EUFOR Chad showed that the bloc could also play a useful bridging role in crisis theatres until the United Nations and regional or subregional organizations were ready to take over.,0
"Suffering from a shattered pelvis and fractured right leg, he has yet to be told he is the sole survivor of his family.",0
"The U.S. rescue teams, comprised of approximately 150 personnel and 12 canines trained to detect live victims, are scheduled to arrive on the morning of March 13 in Misawa, Japan.",1
"Before the rebels overran northern Mali, the authorities had made preparations for a possible locust invasion.",1
Flood water levels at major hydrological gauging stations of the Thai Binh River System,0
A drainage system and septic tank are being constructed for the Juba Teaching Hospital (JTH) and the water supply is being improved.,0
"Many other buildings have sustained significant structural damage, including the UN office at the Battagram View Hotel.",0
"A key part of Tearfund's work in the region is to help people cope with this changing climate, assisting them to grow drought resistant crops, introducing vegetable market gardening and improving access to water.",0
"Most relief items will be procured by and transported from the logistics centre in Peshawar, Pakistan.",1
"Key components include providing skills and training in public administration, and workshops on 'Women's Participation' in the upcoming parliamentary elections - the major theme for this year's International Women's Day in Afghanistan.",0
"More heavy rain was forecast for the upper reaches of the Huai on Wednesday night and throughout Thursday to compound the disaster, China Central Television said, showing pictures of troops rescuing stranded villagers in speedboats.",1
"Officials said heavy rains also damaged power transmission lines in Jalozai and Pabbi areas disrupting electric supply.Donors provide greater funding support for infrastructure improvements, especially for the continued rehabilitation of transportation networks throughout the Congo.",1
"The DRC's eastern provinces of North and South Kivu have witnessed increased fighting between Government troops and the so-called March 23 Movement (M23), which is composed of renegade soldiers who mutinied in April.",1
"Since the national mobile teams have been trained on distribution of aluminium sulphate and chloramine tablets, ORS and Vit-A, the Red Cross volunteers will increasingly participate in health activities by supporting the national mobile teams and health authorities in their efforts to fight against water borne diseases.",0
"Do not fail your children by leaving them unprotected against this debilitating disease, he added.",1
The relief measures instituted by the Government have proved to be extremely inadequate so much so that there have been demonstrations by the flood victims against Government inaction resulting in police firing in which 5 people died.,1
"The Government has provided some farm implements and seeds to farmers, but the population still needs food relief to bridge supplies up to the next harvest.",1
USAID/OFDA fact sheets can be obtained from the USAID web site at http://www.usaid.gov/hum_response/ofda/situation.html,0
"In Pakistan, CRS assessment teams have already identified immediate needs for survivors -- shelter, medicine, food, clean water, blankets and water cans.",1
It is now carrying out dozens of major and minor surgical interventions in its operating theatres every day.,0
One picture shows a police diver in the city of Shenzhen emerging from flood waters outside a nightclub that are nearly as high as the ceiling.,0
"The IAEA's project will provide high-quality training and cutting-edge equipment based on nuclear science applications to teams of virologists in 11 African countries - Cote d'Ivoire, Guinea, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, South Africa, and Uganda - to help them more quickly and safely diagnose emerging diseases, including Ebola.",0
Israel had resorted to excessive force in responding to the second intifada.,1
It is a comprehensive strategy that requires a united and sustained approach by the international community.,0
"The ruling parties of South Africa and Rwanda have agreed to build a ""closer working relationship"" and to work against ethnic and racial intolerance to enable the ""African Renaissance"" to take root.",0
"I also visit the homes of feeding mothers, to make sure they're doing exclusive breastfeeding.",0
NISA informed the IEC that a meeting is planned with TEPCO to determine the origin and path of water in the turbine buildings of Units 1 to 4.,1
"Rescue workers toiled through the night using portable generators and high-voltage lamps to pull charred bodies from the wreckage and prevent looting, Saiki said.",1
A large number of villagers alongwith their cattle have taken shelter on the expressway hence advisory for speed limit of 40 KM per hour has to be issued to avoid accidents by the State Government.,1
"The resulting reports identified heavily polluted ""hot spots"", offered the first-ever analysis of depleted uranium (DU) in a real conflict situation, determined the environmental impacts of refugee influxes, and proposed solutions for environmental clean-up.",0
"Water buffaloes, power tillers, agriculture tools, seeds and money to pay farm labour have transformed the almost abandoned fields into a record rice harvest.",0
"""By working on early recovery efforts such as the removal and management of debris, and providing jobs for people, UNDP is helping Nepal build back better while making communities more resilient.""",0
"Calls on Member States to avoid all decisions which slow down an effective response to the virus, in particular by opening, in a controlled manner, borders to facilitate access to health and social services for infected and affected persons; 2.",1
"Approximately 9,400 MT of food commodities including rice, fortified noodles and biscuits, canned fish and vegetable oil will be distributed throughout 18 districts in NAD and North Sumatra Province with a current beneficiary group of 590,570 (Total Assessed Caseload: 790,000).",0
"In an effort to address malnutrition and specific micronutrient deficiencies, every six months these health workers distribute high-dose vitamin A and anti-worm medication to over 20,000 children, ages one to five years.",0
"As of 12 p.m. Sunday, one person, whose name was not given, had been killed and 12 others injured in Suining, the civil affairs ministry said in a statement posted on its website.",0
"The sea level increased overnight and in some areas, the situation has been adversely affected by the blocking of drainage canals. Most of the victims are homeless pavement dwellers and beggars. Power and communications have been totally disrupted by the cyclone, which swept up from the Bay of Bengal on the evening of Nov 15th with windspeeds of up to 150mph. The Red Cross Society of China (RCSC), sent financial aid to Taipei on the first day of the disaster and opened a nationally advertised bank account for public donations, as well as keeping a 24-hour nation wide telephone line open for donations. As regards immediate assistance UNHCR has placed an order for some 2,000 lightweight tents along with 5,000 plastic sheets, 5,000 jerry cans, 3,500 kitchen sets and 3 rubhalls from its emergency stockpiles to be delivered to Medan, from where they will be immediately distributed to Nias. Latrine usage is not common in these areas, but the stagnant flood waters make changing habits all the more urgent. Most were cases with respiratory infections (42 %), followed by malaria (21.7 %), intestinal worms (7.7 %) and diarrhoea (6.3 %). The emergency food and other assistance needs for a growing number of persons displaced by war or drought in this region - plus the needs of an increasingly desperate local population - can be projected to increase substantially over the next twelve months. A dozen bodies were extricated and 105 people escaped alive from the building, most in the first hours after the quake. They would also constitute rapid response teams to deal with disease outbreaks and potential epidemics in conjunction with the government. Scientists in Uzbekistan are voicing serious concerns over the ecological and environmental effects of a new artificial lake being created in the eastern part of Turkmenistan near the Uzbek border. A follow-up committee"" was set up and first met in Moroni, the capital on Grande-Comore island, early in March, with a brief to draw up a new constitution for a loose federation and to set up an independent national electoral commission.",1
"In Moamba, near the Incumati river in the south of the country, deminers are already working to secure areas once occupied by a bridge and powerlines.",0
Many youths have suffered from skin ailments and diarrhoea.,0
"The donation, which tied a Mercy Corps record contribution set by Intel after the Dec. 26 Indian Ocean tsunami, came as Pakistan's estimated earthquake death toll jumped to more than 73,000.",1
"The plan includes an awareness campaign on environmental hygiene, according to the INGC.",1
The latest 'euro-barometer' opinion poll has confirmed this.,0
"The Christian Reformed World Relief Committee (www.crwrc.org), other international relief organizations and government agencies from North America and Europe are wrestling to get clearance from the Burmese government to bring immediate, emergency assistance into areas of Burma destroyed by Cyclone Nargis last weekend.",0
MAP International is accepting cash donations to assist with its medical relief response to those devastated by the tsunami.,1
"'More than 70 government buildings, 26 schools, 47 religious buildings and one bridge were badly damaged or destroyed as well as people's homes across both states.",0
This was a large concrete structure that was completely destroyed.,0
"No civilian area is involved,"" he told AFP.",0
"""It is time for Malawi to move beyond the fertilizer-led ""green revolution"" and invest in the Brown and Blue Revolutions needed to rebuild soil fertility and water retention,"" the Special Rapporteur urged.",0
The first three million chloramine tablets are scheduled to arrive in Cambodia on 5 November.,0
An estimated 5.1 million registered voters out of the country's 12.5 million population will elect 120 candidates for the country's 150-seat parliament.,0
